Type,Name,Size,Unit,Dwt,GT,Flag,Built,Month,Builder,Owner Group,Status,Alternative Fuel Types,SOx Scrubber Status,Eco - Electronic Engine
Container,Michel A,"1,604",TEU,"22,014","17,687",Malta,2007,11,Peene Werft,Arkas Shipping,In Service,,,
Container,Box Express,"1,708",TEU,"22,000","17,907",Liberia,2016,3,Huangpu Wenchong,Allseas Marine,In Service,,,Eco – Electronic Engine Modern
Container,Olympia,"1,714",TEU,"22,000","17,674",Marshall Islands,2017,11,Huangpu Wenchong,Buss Group,In Service,,,Eco – Electronic Engine Modern
Container,Ophelia,"1,714",TEU,"22,000","17,907",Marshall Islands,2018,1,Huangpu Wenchong,Buss Group,In Service,,,Eco – Electronic Engine Modern
Container,Wanda A,"1,604",TEU,"21,989","17,687",Turkey,2009,7,Peene Werft,Arkas Shipping,In Service,,,
Container,Bernard A,"1,604",TEU,"21,989","17,665",Turkey,2009,10,Peene Werft,Arkas Shipping,In Service,,,
Container,Vento di Maestrale,"1,604",TEU,"21,986","17,665",Malta,2007,5,Peene Werft,Arkas Shipping,In Service,,,
Container,Mario A,"1,604",TEU,"21,986","17,665",Malta,2007,7,Peene Werft,Arkas Shipping,In Service,,,
Container,Tokyo Tower,"1,708",TEU,"21,981","17,229",United Kingdom,2007,3,Imabari SB (Imabari),Zodiac Maritime,In Service,,,
Container,Kyoto Tower,"1,708",TEU,"21,981","17,229",United Kingdom,2007,3,Imabari SB (Imabari),Zodiac Maritime,In Service,,,
Container,Belawan,"1,700",TEU,"21,973","17,225",Hong Kong,2007,6,Imabari SB (Imabari),Imabari Shipbuilding,In Service,,,
Container,Green Horizon,"1,705",TEU,"21,957","17,702",Panama,2013,8,Guangzhou Wenchong,Soon Fong Shipping,In Service,,,Eco – Electronic Engine
Container,A Roku,"1,708",TEU,"21,935","17,515",Panama,2008,8,Imabari SB (Imabari),Goto Shipping,In Service,,,
Container,Maersk Wilmington,"1,708",TEU,"21,920","17,211",Panama,2010,2,Imabari SB (Imabari),Imabari Shipbuilding,In Service,,,
Container,Stellar Walvis Bay,"1,708",TEU,"21,920","17,211",Panama,2010,6,Imabari SB (Imabari),Imabari Shipbuilding,In Service,,,
Container,Maersk Wakayama,"1,708",TEU,"21,920","17,211",Panama,2010,4,Imabari SB (Imabari),Imabari Shipbuilding,In Service,,,
Container,Jan,"1,708",TEU,"21,920","17,211",Antigua & Barbuda,2010,3,Imabari SB (Imabari),Briese Schiffahrts,In Service,,,
Container,Calypso,"1,708",TEU,"21,920","17,211",Liberia,2010,7,Imabari SB (Imabari),Goldenport Shipmgmt,Idle,,,
Container,Margaret River Bridge,"1,708",TEU,"21,920","17,211",Panama,2009,9,Imabari SB (Imabari),Taiyo Kaiun KK,In Service,,,
Container,Swan River Bridge,"1,708",TEU,"21,920","17,211",Singapore,2010,1,Imabari SB (Imabari),K-Line,In Service,,,
Container,Stellar Windsor,"1,708",TEU,"21,920","17,211",Panama,2009,12,Imabari SB (Imabari),SITC,In Service,,,
Container,Jakarta Bridge,"1,708",TEU,"21,920","17,211",Panama,2009,1,Imabari SB (Imabari),Doun Kisen,In Service,,,
Container,Penang Bridge,"1,708",TEU,"21,920","17,211",Panama,2009,2,Imabari SB (Imabari),Daiwa Kisen Co Ltd,In Service,,,
Container,Millenium Bright,"1,708",TEU,"21,920","17,211",Panama,2009,6,Imabari SB (Imabari),Soki Kisen KK,In Service,,,
Container,Quezon Bridge,"1,708",TEU,"21,920","17,211",Panama,2009,7,Imabari SB (Imabari),Ehime Kaiun,In Service,,,
Container,Horai Bridge,"1,708",TEU,"21,920","17,211",Panama,2009,9,Imabari SB (Imabari),Keiyo Kisen KK,In Service,,,
Container,Anderson Dragon,"1,708",TEU,"21,920","17,211",Panama,2008,11,Imabari SB (Imabari),Imabari Shipbuilding,In Service,,,
Container,Sky Challenge,"1,900",TEU,"21,860","20,738",South Korea,2014,11,Hyundai Mipo,KMTC,In Service,,,Eco – Electronic Engine Modern
Container,Sky Orion,"1,900",TEU,"21,860","20,738",Panama,2015,4,Hyundai Mipo,KMTC,In Service,,,Eco – Electronic Engine Modern
Container,Heung-A Bangkok,"1,785",TEU,"21,816","17,791",Marshall Islands,2016,7,Dae Sun Shipbuilding,Dong-A Tanker Co,In Service,,Pending,
Container,Heung-A Hochiminh,"1,785",TEU,"21,816","17,791",Marshall Islands,2016,9,Dae Sun Shipbuilding,Dong-A Tanker Co,In Service,,Pending,
Container,Jitra Bhum,"1,498",TEU,"21,813","15,533",Singapore,1997,4,MHI Shimonoseki,RCL,In Service,,,
Container,Kama Bhum,"1,498",TEU,"21,813","15,533",Singapore,1997,9,MHI Shimonoseki,RCL,In Service,,,
Container,Pancon Champion,"1,785",TEU,"21,810","18,283",South Korea,2017,5,Dae Sun Shipbuilding,Pan Continental Shpg,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Inspire,"1,785",TEU,"21,797","17,791",Marshall Islands,2016,10,Dae Sun Shipbuilding,Kotoku Kaiun KK,In Service,,,Eco – Electronic Engine Modern
Container,St. John,"1,714",TEU,"21,797","16,889",Malta,2014,11,Huangpu Wenchong,Eastern Med,In Service,,,Eco – Electronic Engine
Container,Santa Loukia,"1,714",TEU,"21,797","16,889",Malta,2015,1,Huangpu Wenchong,Eastern Med,In Service,,,Eco – Electronic Engine
Container,MCC Shenzhen,"1,714",TEU,"21,789","17,769",Antigua & Barbuda,2013,9,Guangzhou Wenchong,Buss Group,Repairs,,,Eco – Electronic Engine
Container,Cape Ferrol,"1,440",TEU,"21,780","17,665",Marshall Islands,2008,6,Peene Werft,Schoeller Holdings,In Service,,,
Container,Cape Fawley,"1,440",TEU,"21,780","17,665",Marshall Islands,2008,2,Peene Werft,Schoeller Holdings,In Service,,,
Container,Cape Felton,"1,440",TEU,"21,780","17,665",Marshall Islands,2008,4,Peene Werft,Schoeller Holdings,In Service,,,
Container,Guangzhou Trader,"1,707",TEU,"21,779","17,500",Malta,2016,7,Huangpu Wenchong,Lomar Shipping,In Service,,,Eco – Electronic Engine Modern
Container,Green Hope,"1,705",TEU,"21,767","17,892",Panama,2014,4,Huangpu Wenchong,Soon Fong Shipping,In Service,,,Eco – Electronic Engine
Container,Ornella,"1,714",TEU,"21,762","17,769",Madeira,2012,12,Guangzhou Wenchong,Buss Group,In Service,,,Eco – Electronic Engine
Container,Olivia,"1,714",TEU,"21,762","17,769",Madeira,2013,1,Guangzhou Wenchong,Buss Group,Idle,,,Eco – Electronic Engine
Container,Oceana,"1,714",TEU,"21,762","17,769",Antigua & Barbuda,2013,7,Guangzhou Wenchong,Buss Group,Idle,,,Eco – Electronic Engine
Container,Dongjin Voyager,"1,785",TEU,"21,742","18,278",South Korea,2017,2,Dae Sun Shipbuilding,Dong Jin Shipping,In Service,,Fitted,Eco – Electronic Engine Modern
Container,KMTC Taipeis,"1,804",TEU,"21,741","18,370",Hong Kong,2017,4,Dae Sun Shipbuilding,TVL Marine,In Service,,,Eco – Electronic Engine Modern
Container,KMTC Haiphong,"1,804",TEU,"21,737","18,370",Marshall Islands,2017,6,Dae Sun Shipbuilding,Kotoku Kaiun KK,In Service,,,Eco – Electronic Engine Modern
Container,San Pedro,"1,714",TEU,"21,737","16,889",Malta,2014,5,Huangpu Wenchong,Eastern Med,In Service,,,Eco – Electronic Engine
Container,Box Endeavour,"1,708",TEU,"21,733","17,907",Liberia,2015,9,Huangpu Wenchong,Allseas Marine,In Service,,,Eco – Electronic Engine Modern
Container,Philippos-Michalis,"1,708",TEU,"21,718","17,907",Cyprus,2015,7,Huangpu Wenchong,Allseas Marine,In Service,,,Eco – Electronic Engine Modern
Container,Wan Hai 171,"1,800",TEU,"21,700","16,488",Hong Kong,2009,3,CSBC (Keelung),Wan Hai Lines,In Service,,,
Container,Wan Hai 173,"1,800",TEU,"21,700","16,488",Singapore,2008,1,CSBC (Keelung),Wan Hai Lines,In Service,,,
Container,Wan Hai 175,"1,800",TEU,"21,700","16,488",Singapore,2008,6,CSBC (Keelung),Wan Hai Lines,In Service,,,
Container,Ingenuity,"1,707",TEU,"21,700","17,888",Marshall Islands,2017,10,Huangpu Wenchong,Kotoku Kaiun KK,In Service,,,Eco – Electronic Engine Modern
Container,Insight,"1,707",TEU,"21,700","17,888",Marshall Islands,2018,1,Huangpu Wenchong,CSSC,In Service,,,Eco – Electronic Engine Modern
Container,Ao Tong 5,"1,330",TEU,"21,688","14,293",Peoples' Republic of China,2021,1,Zhejiang Tianshi,Shishi Aotong,In Service,,,
Container,Box Endurance,"1,708",TEU,"21,667","17,907",Liberia,2015,10,Huangpu Wenchong,Allseas Marine,In Service,,,Eco – Electronic Engine Modern
Container,KMTC Bangkok,"1,785",TEU,"21,663","18,318",Liberia,2016,11,Dae Sun Shipbuilding,Cosmoship Management,In Service,,,Eco – Electronic Engine Modern
Container,KMTC Laem Chabang,"1,785",TEU,"21,663","18,318",Liberia,2017,2,Dae Sun Shipbuilding,Cosmoship Management,In Service,,,Eco – Electronic Engine Modern
Container,Wan Hai 271,"1,800",TEU,"21,650","16,700",Singapore,2011,10,CSBC (Keelung),Wan Hai Lines,In Service,,,
Container,Wan Hai 272,"1,800",TEU,"21,650","16,700",Singapore,2011,12,CSBC (Keelung),Wan Hai Lines,In Service,,,
Container,Wan Hai 273,"1,800",TEU,"21,650","16,700",Singapore,2012,2,CSBC (Keelung),Wan Hai Lines,In Service,,,
Container,Wan Hai 275,"1,800",TEU,"21,650","16,700",Singapore,2012,4,CSBC (Keelung),Wan Hai Lines,In Service,,,
Container,Vasi Moon,"1,679",TEU,"21,614","16,850",Liberia,2000,6,HHIC (Yeongdo),Vega Reederei,In Service,,,
Container,MTT Muara,"1,679",TEU,"21,614","16,850",Malaysia,2000,9,HHIC (Yeongdo),MTT Shipping,In Service,,,
Container,Hua Xu Da 27,"1,296",TEU,"21,601","14,293",Peoples' Republic of China,2019,3,Zhejiang Donghong,Huaxuda Shipping,In Service,,,
Container,St. Mary,"1,679",TEU,"21,579","16,850",Cyprus,2001,1,HHIC (Yeongdo),Oceanic Maritime Ltd,In Service,,,
Container,Hong Tai 223,"1,330",TEU,"21,530","14,172",Peoples' Republic of China,2018,2,Ningbo Dongsheng,Hongtai Shipping,In Service,,,
Container,Green Earth,"1,809",TEU,"21,525","17,930",Singapore,2020,3,Hyundai Mipo,XT Group,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Green Sea,"1,809",TEU,"21,525","17,930",Singapore,2020,2,Hyundai Mipo,XT Group,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Green Pole,"1,809",TEU,"21,525","17,930",Singapore,2020,5,Hyundai Mipo,XT Group,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Green Dawn,"1,809",TEU,"21,525","17,930",Singapore,2020,8,Hyundai Mipo,XT Group,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Green Wave,"1,809",TEU,"21,525","17,930",Singapore,2020,10,Hyundai Mipo,XT Group,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Green Star,"1,809",TEU,"21,525","17,930",Singapore,2019,10,Hyundai Mipo,XT Group,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Soul of Luck,"1,645",TEU,"21,519","16,915",Panama,1997,10,Hanjin HI (Ulsan),Victoria Oceanway,In Service,,,
Container,Hong Tai 226,"1,330",TEU,"21,516","14,174",Peoples' Republic of China,2018,12,Ningbo Dongsheng,Hongtai Shipping,In Service,,,
Container,Hong Tai 229,"1,330",TEU,"21,516","14,172",Peoples' Republic of China,2018,5,Ningbo Dongsheng,Hongtai Shipping,In Service,,,
Container,Hong Tai 227,"1,330",TEU,"21,516","14,174",Peoples' Republic of China,2019,1,Ningbo Dongsheng,Hongtai Shipping,In Service,,,
Container,Yong Xin 17,"1,330",TEU,"21,484","14,171",Peoples' Republic of China,2021,3,Ningbo Dongsheng,Fujian Quan Yongxin,In Service,,,
Container,TS Bangkok,"1,808",TEU,"21,475","17,249",Marshall Islands,2017,7,CSBC (Keelung),TS Lines,In Service,,Fitted,Eco – Electronic Engine Modern
Container,TS Tokyo,"1,808",TEU,"21,475","17,249",Marshall Islands,2017,9,CSBC (Keelung),TS Lines,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Sunshine Bandama,"1,700",TEU,"21,470","17,294",Singapore,2007,7,Imabari SB (Imabari),SITC,In Service,,,
Container,Lucky Merry,"1,708",TEU,"21,464","17,294",Liberia,2007,9,Imabari SB (Imabari),Tanto Intim Line,In Service,,,
Container,SITC Kawasaki,"1,708",TEU,"21,464","17,294",Hong Kong,2007,10,Imabari SB (Imabari),SITC,In Service,,,
Container,Sunrise Dragon,"1,708",TEU,"21,464","17,294",Panama,2007,1,Imabari SB (Imabari),Imabari Shipbuilding,In Service,,,
Container,White Dragon,"1,708",TEU,"21,464","17,294",Panama,2007,4,Imabari SB (Imabari),Van Yu Trading,In Service,,,
Container,Pearl River Bridge,"1,708",TEU,"21,464","17,294",Panama,2008,1,Imabari SB (Imabari),Imabari Shipbuilding,In Service,,,
Container,Interasia Forward,"1,708",TEU,"21,464","17,294",Singapore,2008,3,Imabari SB (Imabari),Wan Hai Lines,In Service,,,
Container,Marine Bia,"1,708",TEU,"21,464","17,294",Panama,2008,4,Imabari SB (Imabari),Imabari Shipbuilding,In Service,,,
Container,Marine Taraba,"1,708",TEU,"21,464","17,294",Panama,2008,6,Imabari SB (Imabari),Misuga Kaiun Co Ltd,In Service,,,
Container,San Lorenzo,"1,714",TEU,"21,455","16,889",Cyprus,2014,7,Huangpu Wenchong,Eastern Med,In Service,,,Eco – Electronic Engine
Container,Xin Yong Chang 16,"1,330",TEU,"21,444","14,174",Peoples' Republic of China,2019,5,Zhejiang Zhenxing,Shishi Yongyi Shpg,In Service,,,
Container,Cala Paguro,"1,577",TEU,"21,442","17,518",Liberia,2007,5,Imabari SB (Imabari),Tanto Intim Line,In Service,,,
Container,Oceania Dragon,"1,708",TEU,"21,438","17,280",Panama,2008,10,Imabari SB (Imabari),Imabari Shipbuilding,In Service,,,
Container,Haian View,"1,708",TEU,"21,438","17,280",Vietnam,2009,3,Imabari SB (Imabari),Hai An Transport,In Service,,,
Container,Raquel S,"1,708",TEU,"21,438","17,280",Madeira,2009,4,Imabari SB (Imabari),Grupa Sousa,In Service,,,
Container,APL Saipan,"1,638",TEU,"21,420","17,167",United States,2002,4,Hanjin HI (Ulsan),Wilmington Trust,In Service,,,
Container,Flora Delmas,"1,638",TEU,"21,420","17,167",Madeira,2002,5,Hanjin HI (Ulsan),CMA CGM,In Service,,,
Container,APL Gulf Express,"1,638",TEU,"21,420","17,167",United States,2002,10,Hanjin HI (Ulsan),CMA CGM,In Service,,,
Container,Manatee,"1,577",TEU,"21,416","17,518",Liberia,2006,11,Imabari SB (Imabari),Northstar Shipmgmt,In Service,,,
Container,Happy Bee,"1,570",TEU,"21,413","17,518",Liberia,2006,9,Imabari SB (Imabari),Tanto Intim Line,In Service,,,
Container,TS Kaohsiung,"1,808",TEU,"21,375","17,249",Marshall Islands,2017,11,CSBC (Keelung),TS Lines,In Service,,Fitted,Eco – Electronic Engine Modern
Container,TS Osaka,"1,808",TEU,"21,375","17,249",Marshall Islands,2018,1,CSBC (Keelung),TS Lines,In Service,,Pending,Eco – Electronic Engine Modern
Container,SM Jakarta,"1,679",TEU,"21,373","16,850",Liberia,2000,11,HHIC (Yeongdo),SM Group,In Service,,,
Container,MSC Iris,"1,438",TEU,"21,370","21,584",Panama,1982,6,Warnowwerft,MSC,In Service,,,
Container,MSC Malin,"1,438",TEU,"21,370","21,584",Panama,1982,4,Warnowwerft,MSC,In Service,,,
Container,MSC Eyra,"1,438",TEU,"21,370","21,585",Panama,1982,4,Warnowwerft,MSC,In Service,,,
Container,Xin Long Yun 58,"1,330",TEU,"21,366","14,181",Peoples' Republic of China,2019,6,Jinchuan Shipyard,Xiamen Longyun Shpg,In Service,,,
Container,SITC Macao,"1,808",TEU,"21,355","17,119",Hong Kong,2015,10,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Hebei,"1,805",TEU,"21,355","17,119",Hong Kong,2015,7,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Kanto,"1,808",TEU,"21,355","17,119",Hong Kong,2016,5,CSBC (Keelung),Iseaco Holdings Pte,In Service,,,Eco – Electronic Engine Modern
Container,Matson Kodiak,"1,668",TEU,"21,345","20,965",United States,1987,11,Bay Shipbuilding,Matson Inc,In Service,,Fitted,
Container,TS Qingdao,"1,808",TEU,"21,316","17,249",Hong Kong,2019,10,CSBC (Kaohsiung),TS Lines,In Service,,Pending,Eco – Electronic Engine Modern
Container,TS Pusan,"1,808",TEU,"21,316","17,249",Hong Kong,2019,12,CSBC (Kaohsiung),TS Lines,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Hong Tai 222,"1,338",TEU,"21,313","14,165",Peoples' Republic of China,2019,7,Zhejiang Donghong,Hongtai Shipping,In Service,,,
Container,Hong Tai 217,"1,338",TEU,"21,313","14,165",Peoples' Republic of China,2019,11,Zhejiang Donghong,Hongtai Shipping,In Service,,,
Container,Espoir,"1,440",TEU,"21,297","17,368",Netherlands,2011,4,Shuntian Shungao,JR Shipping BV,In Service,,,Eco – Electronic Engine
Container,Esperance,"1,440",TEU,"21,297","17,368",Netherlands,2011,6,Shuntian Shungao,JR Shipping BV,In Service,,,Eco – Electronic Engine
Container,Essence,"1,440",TEU,"21,297","17,368",Netherlands,2011,8,Shuntian Shungao,JR Shipping BV,In Service,,,Eco – Electronic Engine
Container,Escape,"1,440",TEU,"21,297","17,368",Netherlands,2011,12,Shuntian Shungao,JR Shipping BV,Idle,,,Eco – Electronic Engine
Container,Interasia Advance,"1,708",TEU,"21,292","17,515",Singapore,2007,11,Imabari SB (Imabari),Wan Hai Lines,In Service,,,
Container,Putnam,"1,708",TEU,"21,292","17,515",Liberia,2008,1,Imabari SB (Imabari),Conbulk Shipping,In Service,,,
Container,A Kibo,"1,708",TEU,"21,292","17,515",Panama,2008,5,Imabari SB (Imabari),Goto Shipping,In Service,,,
Container,Matson Tacoma,"1,668",TEU,"21,291","20,965",United States,1987,9,Bay Shipbuilding,Matson Inc,In Service,,Fitted,
Container,Matson Anchorage,"1,668",TEU,"21,282","20,965",United States,1987,7,Bay Shipbuilding,Matson Inc,In Service,,Fitted,
Container,Tai Sheng 57,"1,330",TEU,"21,216","14,181",Peoples' Republic of China,2020,1,Jinchuan Shipyard,Xiamen Taisheng,In Service,,,
Container,AS Romina,"1,496",TEU,"21,206","17,068",Madeira,2009,2,Zhejiang Ouhua SB,MPC Group,In Service,,,
Container,Warnow Master,"1,496",TEU,"21,206","17,068",Cyprus,2009,4,Zhejiang Ouhua SB,Marlow Navigation,In Service,,,
Container,AS Rosalia,"1,496",TEU,"21,206","17,068",Madeira,2009,10,Zhejiang Ouhua SB,MPC Group,In Service,,,
Container,Warnow Chief,"1,496",TEU,"21,206","17,068",Cyprus,2009,10,Zhejiang Ouhua SB,Marlow Navigation,In Service,,,
Container,AS Riccarda,"1,496",TEU,"21,206","17,068",Madeira,2012,2,Zhejiang Ouhua SB,MPC Group,In Service,,,
Container,Warnow Boatswain,"1,496",TEU,"21,206","17,068",Cyprus,2012,4,Zhejiang Ouhua SB,Marlow Navigation,In Service,,,
Container,Warnow Mate,"1,496",TEU,"21,206","17,068",Cyprus,2010,1,Zhejiang Ouhua SB,Marlow Navigation,In Service,,,
Container,AS Ragna,"1,496",TEU,"21,206","17,068",Madeira,2009,9,Zhejiang Ouhua SB,MPC Group,In Service,,,
Container,Ever Cope,"1,984",TEU,"21,200","18,658",Panama,2020,2,Imabari SB (Imabari),Nissen Kaiun,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Core,"1,984",TEU,"21,200","18,658",Panama,2020,3,Imabari SB (Imabari),Nissen Kaiun,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Green Celeste,"1,984",TEU,"21,200","18,658",Panama,2019,10,Imabari SB (Imabari),Nissen Kaiun,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Ever Calm,"1,984",TEU,"21,200","18,658",Panama,2020,1,Imabari SB (Imabari),Kyowa Kisen,In Service,,Fitted,Eco – Electronic Engine Modern
Container,Integra,"1,805",TEU,"21,196","17,119",Marshall Islands,2017,4,CSBC (Keelung),Kotoku Kaiun KK,In Service,,,Eco – Electronic Engine Modern
Container,Infinity,"1,805",TEU,"21,196","17,119",Marshall Islands,2017,6,CSBC (Keelung),Kotoku Kaiun KK,In Service,,,Eco – Electronic Engine Modern
Container,SITC Hanshin,"1,808",TEU,"21,196","17,119",Hong Kong,2016,3,CSBC (Keelung),Iseaco Holdings Pte,In Service,,,Eco – Electronic Engine Modern
Container,SITC Jiangsu,"1,805",TEU,"21,196","17,360",Hong Kong,2015,10,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Guangxi,"1,808",TEU,"21,196","17,200",Hong Kong,2015,12,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Shandong,"1,805",TEU,"21,196","17,360",Hong Kong,2014,10,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Zhejiang,"1,805",TEU,"21,196","17,360",Hong Kong,2014,12,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Fujian,"1,805",TEU,"21,196","17,360",Hong Kong,2015,3,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Guangdong,"1,805",TEU,"21,196","17,360",Hong Kong,2015,5,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Liaoning,"1,805",TEU,"21,196","17,360",Hong Kong,2015,7,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Hainan,"1,805",TEU,"21,196","17,360",Hong Kong,2015,6,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Keelung,"1,805",TEU,"21,196","17,360",Hong Kong,2015,10,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,SITC Shanghai,"1,805",TEU,"21,196","17,360",Hong Kong,2015,9,CSBC (Keelung),SITC,In Service,,,Eco – Electronic Engine Modern
Container,Bangkok,"1,634",TEU,"21,184","16,986",Panama,1999,7,Hanjin HI (Ulsan),Victoria Oceanway,In Service,,,
Container,Mapocho,"1,620",TEU,"21,184","16,986",Chile,1999,10,Hanjin HI (Ulsan),Hapag-Lloyd,In Service,,,
Container,Chang Sheng Ji 8,"2,001",TEU,"21,183","21,183",Peoples' Republic of China,2019,9,Haidong Shipyard,Shishi Changsheng,In Service,,,Eco – Electronic Engine Modern
Container,Cala Pinguino,"1,577",TEU,"21,150","17,518",Liberia,2007,1,Imabari SB (Imabari),Tanto Intim Line,In Service,,,
Container,KMTC Pusan,"1,585",TEU,"21,100","16,736",South Korea,1997,1,Samsung HI,KMTC,In Service,,,
Container,KMTC Ulsan,"1,585",TEU,"21,100","16,736",South Korea,1997,1,Samsung HI,KMTC,In Service,,,
Container,Wan Hai 232,"1,368",TEU,"21,053","17,900",Taiwan,2000,4,Naikai Zosen Setoda,Wan Hai Lines,In Service,,,
Container,Wan Hai 231,"1,368",TEU,"21,052","17,900",Singapore,2000,2,Naikai Zosen Setoda,Wan Hai Lines,In Service,,,
